Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
What is the biggest city in Finland?,Greater Helsinki,S08,"['what', 'is', 'the', 'biggest', 'city', 'in', 'finland']","['<sos>', 'greater', 'helsinki', '<eos>']","[10, 7, 4, 1154, 43, 8, 219]","[2, 4480, 2449, 3]","[10, 7, 4, 1154, 43, 8, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4480, 2449, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who is the most popular rock group in Finland?,CMX,S08,"['who', 'is', 'the', 'most', 'popular', 'rock', 'group', 'in', 'finland']","['<sos>', 'cmx', '<eos>']","[33, 7, 4, 39, 390, 895, 318, 8, 219]","[2, 4481, 3]","[33, 7, 4, 39, 390, 895, 318, 8, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4481, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is Finland's economy like?,"a highly industrialised, free-market economy",S08,"['what', 'is', 'finlands', 'economy', 'like']","['<sos>', 'a', 'highly', 'industrialised', 'freemarket', 'economy', '<eos>']","[10, 7, 1652, 391, 170]","[2, 9, 1497, 4482, 4483, 391, 3]","[10, 7, 1652, 391, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 1497, 4482, 4483, 391, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where is Finland located?,Northern Europe,S08,"['where', 'is', 'finland', 'located']","['<sos>', 'northern', 'europe', '<eos>']","[31, 7, 219, 145]","[2, 218, 294, 3]","[31, 7, 219, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 218, 294, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the weather like in summer?,relatively warm,S08,"['what', 'is', 'the', 'weather', 'like', 'in', 'summer']","['<sos>', 'relatively', 'warm', '<eos>']","[10, 7, 4, 1653, 170, 8, 582]","[2, 2450, 754, 3]","[10, 7, 4, 1653, 170, 8, 582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2450, 754, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does salmon remain the favorite of fly rod enthusiasts?,Yes,S08,"['does', 'salmon', 'remain', 'the', 'favorite', 'of', 'fly', 'rod', 'enthusiasts']","['<sos>', 'yes', '<eos>']","[23, 2736, 1654, 4, 1655, 5, 1136, 2737, 2738]","[2, 6, 3]","[23, 2736, 1654, 4, 1655, 5, 1136, 2737, 2738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are there cathedrals scattered all across Finland?,Yes,S08,"['are', 'there', 'cathedrals', 'scattered', 'all', 'across', 'finland']","['<sos>', 'yes', '<eos>']","[15, 41, 2739, 2740, 89, 511, 219]","[2, 6, 3]","[15, 41, 2739, 2740, 89, 511, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"According to Reader's Digest, is Finland best for living?",Yes,S08,"['according', 'to', 'readers', 'digest', 'is', 'finland', 'best', 'for', 'living']","['<sos>', 'yes', '<eos>']","[597, 13, 2741, 2742, 7, 219, 248, 18, 273]","[2, 6, 3]","[597, 13, 2741, 2742, 7, 219, 248, 18, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did the first verifiable written documents appear?,Twelfth Century,S08,"['when', 'did', 'the', 'first', 'verifiable', 'written', 'documents', 'appear']","['<sos>', 'twelfth', 'century', '<eos>']","[24, 14, 4, 44, 2743, 249, 2744, 507]","[2, 4484, 149, 3]","[24, 14, 4, 44, 2743, 249, 2744, 507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4484, 149, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the capital city?,Helsinki,S08,"['what', 'is', 'the', 'capital', 'city']","['<sos>', 'helsinki', '<eos>']","[10, 7, 4, 125, 43]","[2, 2449, 3]","[10, 7, 4, 125, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2449, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the most extensively celebrated holiday?,Christmas,S08,"['what', 'is', 'the', 'most', 'extensively', 'celebrated', 'holiday']","['<sos>', 'christmas', '<eos>']","[10, 7, 4, 39, 2745, 1155, 2746]","[2, 2451, 3]","[10, 7, 4, 39, 2745, 1155, 2746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2451, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does a large proportion of the population speak Swedish as its mother tongue?,No,S08,"['does', 'a', 'large', 'proportion', 'of', 'the', 'population', 'speak', 'swedish', 'as', 'its', 'mother', 'tongue']","['<sos>', 'no', '<eos>']","[23, 9, 165, 2747, 5, 4, 92, 266, 343, 20, 63, 288, 715]","[2, 16, 3]","[23, 9, 165, 2747, 5, 4, 92, 266, 343, 20, 63, 288, 715, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do women live longer than men?,Yes,S08,"['do', 'women', 'live', 'longer', 'than', 'men']","['<sos>', 'yes', '<eos>']","[19, 1156, 83, 1656, 42, 510]","[2, 6, 3]","[19, 1156, 83, 1656, 42, 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is a country with which Finland is involved in an international conflict?,Finland is not involved in international conflicts or border disputes. ,S08,"['what', 'is', 'a', 'country', 'with', 'which', 'finland', 'is', 'involved', 'in', 'an', 'international', 'conflict']","['<sos>', 'finland', 'is', 'not', 'involved', 'in', 'international', 'conflicts', 'or', 'border', 'disputes', '<eos>']","[10, 7, 9, 110, 34, 45, 219, 7, 1157, 8, 22, 227, 2748]","[2, 219, 7, 49, 1157, 8, 227, 4485, 38, 388, 1902, 3]","[10, 7, 9, 110, 34, 45, 219, 7, 1157, 8, 22, 227, 2748, 0, 0, 0, 0, 0, 0, 0]","[2, 219, 7, 49, 1157, 8, 227, 4485, 38, 388, 1902, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Ford a member of the House of Representatives?,Yes,S08,"['was', 'ford', 'a', 'member', 'of', 'the', 'house', 'of', 'representatives']","['<sos>', 'yes', '<eos>']","[12, 136, 9, 163, 5, 4, 325, 5, 1158]","[2, 6, 3]","[12, 136, 9, 163, 5, 4, 325, 5, 1158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
For how long was Ford a member of the House of Representatives?,Over eight years.,S08,"['for', 'how', 'long', 'was', 'ford', 'a', 'member', 'of', 'the', 'house', 'of', 'representatives']","['<sos>', 'over', 'eight', 'years', '<eos>']","[18, 17, 80, 12, 136, 9, 163, 5, 4, 325, 5, 1158]","[2, 247, 824, 46, 3]","[18, 17, 80, 12, 136, 9, 163, 5, 4, 325, 5, 1158, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 247, 824, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,S08,"['was', 'gerald', 'ford', 'a', 'member', 'of', 'delta', 'kappa', 'epsilon']","['<sos>', 'yes', '<eos>']","[12, 1159, 136, 9, 163, 5, 1160, 1657, 2749]","[2, 6, 3]","[12, 1159, 136, 9, 163, 5, 1160, 1657, 2749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Did ford get an award called ""Congressman's congressman""?",Yes,S08,"['did', 'ford', 'get', 'an', 'award', 'called', 'congressmans', 'congressman']","['<sos>', 'yes', '<eos>']","[14, 136, 1122, 22, 2750, 53, 2751, 1658]","[2, 6, 3]","[14, 136, 1122, 22, 2750, 53, 2751, 1658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did ford attend the University of Michigan?,Yes,S08,"['did', 'ford', 'attend', 'the', 'university', 'of', 'michigan']","['<sos>', 'yes', '<eos>']","[14, 136, 578, 4, 70, 5, 1659]","[2, 6, 3]","[14, 136, 578, 4, 70, 5, 1659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What positions Ford played in the school football team?,Center and linebacker,S08,"['what', 'positions', 'ford', 'played', 'in', 'the', 'school', 'football', 'team']","['<sos>', 'center', 'and', 'linebacker', '<eos>']","[10, 1161, 136, 250, 8, 4, 293, 1660, 896]","[2, 306, 11, 4486, 3]","[10, 1161, 136, 250, 8, 4, 293, 1660, 896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 306, 11, 4486, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What did Ford say about his biological father?,He was abusive and had a history of hitting his mother.,S08,"['what', 'did', 'ford', 'say', 'about', 'his', 'biological', 'father']","['<sos>', 'he', 'was', 'abusive', 'and', 'had', 'a', 'history', 'of', 'hitting', 'his', 'mother', '<eos>']","[10, 14, 136, 893, 135, 30, 2752, 298]","[2, 32, 12, 4487, 11, 121, 9, 400, 5, 4488, 30, 288, 3]","[10, 14, 136, 893, 135, 30, 2752, 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 32, 12, 4487, 11, 121, 9, 400, 5, 4488, 30, 288, 3, 0, 0, 0, 0, 0, 0, 0]"
Who did Ford nominate for Vice President?,Bob Dole,S08,"['who', 'did', 'ford', 'nominate', 'for', 'vice', 'president']","['<sos>', 'bob', 'dole', '<eos>']","[33, 14, 136, 2753, 18, 869, 67]","[2, 4489, 4490, 3]","[33, 14, 136, 2753, 18, 869, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4489, 4490, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Ford active about Vietnamese affairs?,No,S08,"['was', 'ford', 'active', 'about', 'vietnamese', 'affairs']","['<sos>', 'no', '<eos>']","[12, 136, 598, 135, 220, 2754]","[2, 16, 3]","[12, 136, 598, 135, 220, 2754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
hard,hard,S08,['hard'],"['<sos>', 'hard', '<eos>']",[512],"[2, 512, 3]","[512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 512, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Had Ford's wife married before?,Yes,S08,"['had', 'fords', 'wife', 'married', 'before']","['<sos>', 'yes', '<eos>']","[121, 1162, 599, 347, 183]","[2, 6, 3]","[121, 1162, 599, 347, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Ford related with the assassination of John F. Kennedy?,Yes,S08,"['is', 'ford', 'related', 'with', 'the', 'assassination', 'of', 'john', 'f', 'kennedy']","['<sos>', 'yes', '<eos>']","[7, 136, 513, 34, 4, 2755, 5, 98, 2756, 2757]","[2, 6, 3]","[7, 136, 513, 34, 4, 2755, 5, 98, 2756, 2757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Gerald Ford the 38th President of the United States?,yes,S08,"['was', 'gerald', 'ford', 'the', '38th', 'president', 'of', 'the', 'united', 'states']","['<sos>', 'yes', '<eos>']","[12, 1159, 136, 4, 2758, 67, 5, 4, 106, 130]","[2, 6, 3]","[12, 1159, 136, 4, 2758, 67, 5, 4, 106, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,yes,S08,"['did', 'gerald', 'ford', 'serve', 'as', 'the', 'republican', 'minority', 'leader', 'of', 'the', 'house', 'of', 'representatives']","['<sos>', 'yes', '<eos>']","[14, 1159, 136, 487, 20, 4, 431, 1661, 897, 5, 4, 325, 5, 1158]","[2, 6, 3]","[14, 1159, 136, 487, 20, 4, 431, 1661, 897, 5, 4, 325, 5, 1158, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Ford an Eagle Scout?,yes,S08,"['was', 'ford', 'an', 'eagle', 'scout']","['<sos>', 'yes', '<eos>']","[12, 136, 22, 898, 1662]","[2, 6, 3]","[12, 136, 22, 898, 1662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What district was Ford elected from?,Michigan's 5th congressional district,S08,"['what', 'district', 'was', 'ford', 'elected', 'from']","['<sos>', 'michigans', '5th', 'congressional', 'district', '<eos>']","[10, 725, 12, 136, 229, 26]","[2, 4491, 4492, 1947, 725, 3]","[10, 725, 12, 136, 229, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4491, 4492, 1947, 725, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many Eagle Scouts were involved in Ford's funeral procession?,400,S08,"['how', 'many', 'eagle', 'scouts', 'were', 'involved', 'in', 'fords', 'funeral', 'procession']","['<sos>', '400', '<eos>']","[17, 29, 898, 1663, 58, 1157, 8, 1162, 2759, 2760]","[2, 2452, 3]","[17, 29, 898, 1663, 58, 1157, 8, 1162, 2759, 2760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2452, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Which future Heisman Trophy winner did Ford tackle?,Jay Berwanger,S08,"['which', 'future', 'heisman', 'trophy', 'winner', 'did', 'ford', 'tackle']","['<sos>', 'jay', 'berwanger', '<eos>']","[45, 2761, 2762, 2763, 1664, 14, 136, 2764]","[2, 1739, 4493, 3]","[45, 2761, 2762, 2763, 1664, 14, 136, 2764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1739, 4493, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Has another US President been an Eagle Scout?,no,S08,"['has', 'another', 'us', 'president', 'been', 'an', 'eagle', 'scout']","['<sos>', 'no', '<eos>']","[40, 290, 193, 67, 60, 22, 898, 1662]","[2, 16, 3]","[40, 290, 193, 67, 60, 22, 898, 1662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Ford need to do extra work to pay for college?,yes,S08,"['did', 'ford', 'need', 'to', 'do', 'extra', 'work', 'to', 'pay', 'for', 'college']","['<sos>', 'yes', '<eos>']","[14, 136, 1163, 13, 19, 2765, 144, 13, 1098, 18, 292]","[2, 6, 3]","[14, 136, 1163, 13, 19, 2765, 144, 13, 1098, 18, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Have more than five Presidents lived past the age of 90?,no,S08,"['have', 'more', 'than', 'five', 'presidents', 'lived', 'past', 'the', 'age', 'of', '90']","['<sos>', 'no', '<eos>']","[21, 72, 42, 1164, 684, 899, 2766, 4, 315, 5, 1165]","[2, 16, 3]","[21, 72, 42, 1164, 684, 899, 2766, 4, 315, 5, 1165, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How do kwajalein and eniwetok relate?,The Monterey supported landings at both locations.,S08,"['how', 'do', 'kwajalein', 'and', 'eniwetok', 'relate']","['<sos>', 'the', 'monterey', 'supported', 'landings', 'at', 'both', 'locations', '<eos>']","[17, 19, 2767, 11, 2768, 704]","[2, 4, 4494, 1328, 4495, 36, 278, 4496, 3]","[17, 19, 2767, 11, 2768, 704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 4494, 1328, 4495, 36, 278, 4496, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What did Ford receive on April 13, 1942?",Ford received a commission as ensign in the US Naval Reserve.,S08,"['what', 'did', 'ford', 'receive', 'on', 'april', '13', '1942']","['<sos>', 'ford', 'received', 'a', 'commission', 'as', 'ensign', 'in', 'the', 'us', 'naval', 'reserve', '<eos>']","[10, 14, 136, 589, 28, 693, 1166, 1665]","[2, 136, 2453, 9, 1667, 20, 4497, 8, 4, 193, 4498, 858, 3]","[10, 14, 136, 589, 28, 693, 1166, 1665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 136, 2453, 9, 1667, 20, 4497, 8, 4, 193, 4498, 858, 3, 0, 0, 0, 0, 0, 0, 0]"
Was Ford released from the hospital?,Yes.,S08,"['was', 'ford', 'released', 'from', 'the', 'hospital']","['<sos>', 'yes', '<eos>']","[12, 136, 1167, 26, 4, 2769]","[2, 6, 3]","[12, 136, 1167, 26, 4, 2769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Was Ford interred at his Presidential Museum in Grand Rapids, Michigan?",Yes.,S08,"['was', 'ford', 'interred', 'at', 'his', 'presidential', 'museum', 'in', 'grand', 'rapids', 'michigan']","['<sos>', 'yes', '<eos>']","[12, 136, 2770, 36, 30, 378, 357, 8, 600, 1666, 1659]","[2, 6, 3]","[12, 136, 2770, 36, 30, 378, 357, 8, 600, 1666, 1659, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Ford one of only four former Presidents to live to 90 or more years of age ?,Yes.,S08,"['is', 'ford', 'one', 'of', 'only', 'four', 'former', 'presidents', 'to', 'live', 'to', '90', 'or', 'more', 'years', 'of', 'age']","['<sos>', 'yes', '<eos>']","[7, 136, 59, 5, 217, 199, 726, 684, 13, 83, 13, 1165, 38, 72, 46, 5, 315]","[2, 6, 3]","[7, 136, 59, 5, 217, 199, 726, 684, 13, 83, 13, 1165, 38, 72, 46, 5, 315, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Ford the last surviving member of the Warren Commission ?,Yes.,S08,"['was', 'ford', 'the', 'last', 'surviving', 'member', 'of', 'the', 'warren', 'commission']","['<sos>', 'yes', '<eos>']","[12, 136, 4, 441, 1168, 163, 5, 4, 2771, 1667]","[2, 6, 3]","[12, 136, 4, 441, 1168, 163, 5, 4, 2771, 1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Did Grand Rapids supporters not urge him to take on Bartel J. Jonkman , the incumbent Republican congressman ?",No.,S08,"['did', 'grand', 'rapids', 'supporters', 'not', 'urge', 'him', 'to', 'take', 'on', 'bartel', 'j', 'jonkman', 'the', 'incumbent', 'republican', 'congressman']","['<sos>', 'no', '<eos>']","[14, 600, 1666, 1668, 49, 2772, 212, 13, 392, 28, 2773, 2774, 2775, 4, 2776, 431, 1658]","[2, 16, 3]","[14, 600, 1666, 1668, 49, 2772, 212, 13, 392, 28, 2773, 2774, 2775, 4, 2776, 431, 1658, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did they not claim Ford 's pardon was quid pro quo in exchange for Nixon 's resignation ?,They did claim Ford's pardon was quid pro quo.,S08,"['did', 'they', 'not', 'claim', 'ford', 's', 'pardon', 'was', 'quid', 'pro', 'quo', 'in', 'exchange', 'for', 'nixon', 's', 'resignation']","['<sos>', 'they', 'did', 'claim', 'fords', 'pardon', 'was', 'quid', 'pro', 'quo', '<eos>']","[14, 78, 49, 1669, 136, 132, 1670, 12, 1671, 1672, 1673, 8, 1674, 18, 2777, 132, 2778]","[2, 78, 14, 1669, 1162, 1670, 12, 1671, 1672, 1673, 3]","[14, 78, 49, 1669, 136, 132, 1670, 12, 1671, 1672, 1673, 8, 1674, 18, 2777, 132, 2778, 0, 0, 0]","[2, 78, 14, 1669, 1162, 1670, 12, 1671, 1672, 1673, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does Ghana have twice the per capita output of the poorer countries in West Africa?,yes,S08,"['does', 'ghana', 'have', 'twice', 'the', 'per', 'capita', 'output', 'of', 'the', 'poorer', 'countries', 'in', 'west', 'africa']","['<sos>', 'yes', '<eos>']","[23, 358, 21, 900, 4, 514, 901, 1675, 5, 4, 2779, 385, 8, 324, 196]","[2, 6, 3]","[23, 358, 21, 900, 4, 514, 901, 1675, 5, 4, 2779, 385, 8, 324, 196, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is English Ghana's official language?,yes,S08,"['is', 'english', 'ghanas', 'official', 'language']","['<sos>', 'yes', '<eos>']","[7, 87, 1169, 96, 37]","[2, 6, 3]","[7, 87, 1169, 96, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did the Dutch build the Elmina Castle?,No,S08,"['did', 'the', 'dutch', 'build', 'the', 'elmina', 'castle']","['<sos>', 'no', '<eos>']","[14, 4, 727, 728, 4, 2780, 2781]","[2, 16, 3]","[14, 4, 727, 728, 4, 2780, 2781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did Ghana achieve independence from the United Kingdom?,1957,S08,"['when', 'did', 'ghana', 'achieve', 'independence', 'from', 'the', 'united', 'kingdom']","['<sos>', '1957', '<eos>']","[24, 14, 358, 2782, 515, 26, 4, 106, 359]","[2, 4499, 3]","[24, 14, 358, 2782, 515, 26, 4, 106, 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4499, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many regions is Ghana divided into?,10,S08,"['how', 'many', 'regions', 'is', 'ghana', 'divided', 'into']","['<sos>', '10', '<eos>']","[17, 29, 494, 7, 358, 442, 108]","[2, 556, 3]","[17, 29, 494, 7, 358, 442, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 556, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who is the head of state of Ghana?,President John Agyekum Kofuor,S08,"['who', 'is', 'the', 'head', 'of', 'state', 'of', 'ghana']","['<sos>', 'president', 'john', 'agyekum', 'kofuor', '<eos>']","[33, 7, 4, 251, 5, 118, 5, 358]","[2, 67, 98, 1676, 4500, 3]","[33, 7, 4, 251, 5, 118, 5, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 67, 98, 1676, 4500, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the dominant religion in Ghana?,Christian,S08,"['what', 'is', 'the', 'dominant', 'religion', 'in', 'ghana']","['<sos>', 'christian', '<eos>']","[10, 7, 4, 729, 516, 8, 358]","[2, 551, 3]","[10, 7, 4, 729, 516, 8, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 551, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are the two subfamilies of the Native Ghanaian languages?,Kwa and Gur,S08,"['what', 'are', 'the', 'two', 'subfamilies', 'of', 'the', 'native', 'ghanaian', 'languages']","['<sos>', 'kwa', 'and', 'gur', '<eos>']","[10, 15, 4, 51, 2783, 5, 4, 443, 2784, 134]","[2, 4501, 11, 4502, 3]","[10, 15, 4, 51, 2783, 5, 4, 443, 2784, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4501, 11, 4502, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the weather like at Lake Volta?,Warm and comparatively dry,S08,"['what', 'is', 'the', 'weather', 'like', 'at', 'lake', 'volta']","['<sos>', 'warm', 'and', 'comparatively', 'dry', '<eos>']","[10, 7, 4, 1653, 170, 36, 1170, 52]","[2, 754, 11, 1518, 1265, 3]","[10, 7, 4, 1653, 170, 36, 1170, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 754, 11, 1518, 1265, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Ghana in Asia?,no,S08,"['is', 'ghana', 'in', 'asia']","['<sos>', 'no', '<eos>']","[7, 358, 8, 1142]","[2, 16, 3]","[7, 358, 8, 1142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
