Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,S08,"['to', 'whom', 'was', 'millard', 'fillmore', 'born', 'to']","['<sos>', 'to', 'nathaniel', 'and', 'phoebe', 'millard', 'fillmore', '<eos>']","[13, 598, 11, 279, 117, 48, 13]","[2, 13, 3451, 12, 3452, 279, 117, 3]","[13, 598, 11, 279, 117, 48, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 13, 3451, 12, 3452, 279, 117, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who did Millard Fillmore fall in love with?,He fell in love with Abigail Powers,S08,"['who', 'did', 'millard', 'fillmore', 'fall', 'in', 'love', 'with']","['<sos>', 'he', 'fell', 'in', 'love', 'with', 'abigail', 'powers', '<eos>']","[30, 14, 279, 117, 687, 8, 1411, 31]","[2, 34, 2619, 8, 1411, 31, 1414, 819, 3]","[30, 14, 279, 117, 687, 8, 1411, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 34, 2619, 8, 1411, 31, 1414, 819, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who did Millard Fillmore fall in love with?,Abigail Powers,S08,"['who', 'did', 'millard', 'fillmore', 'fall', 'in', 'love', 'with']","['<sos>', 'abigail', 'powers', '<eos>']","[30, 14, 279, 117, 687, 8, 1411, 31]","[2, 1414, 819, 3]","[30, 14, 279, 117, 687, 8, 1411, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1414, 819, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What did Taylor and Fillmore disagree upon?,slavory issues,S08,"['what', 'did', 'taylor', 'and', 'fillmore', 'disagree', 'upon']","['<sos>', 'slavory', 'issues', '<eos>']","[10, 14, 940, 12, 117, 2615, 513]","[2, 5046, 5047, 3]","[10, 14, 940, 12, 117, 2615, 513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5046, 5047, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What did Taylor and Fillmore disagree upon?,Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War,S08,"['what', 'did', 'taylor', 'and', 'fillmore', 'disagree', 'upon']","['<sos>', 'taylor', 'and', 'fillmore', 'disagreed', 'on', 'the', 'slavery', 'issue', 'in', 'the', 'new', 'western', 'territories', 'taken', 'from', 'mexico', 'in', 'the', 'mexicanamerican', 'war', '<eos>']","[10, 14, 940, 12, 117, 2615, 513]","[2, 940, 12, 117, 5048, 28, 4, 885, 589, 8, 4, 112, 314, 679, 2314, 26, 1988, 8, 4, 5049, 149, 3]","[10, 14, 940, 12, 117, 2615, 513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 940, 12, 117, 5048, 28, 4, 885, 589, 8, 4, 112, 314, 679, 2314, 26, 1988, 8, 4, 5049]"
How did Fillmore ascend to the presidency?,"upon the death of the sitting president, Taylor",S08,"['how', 'did', 'fillmore', 'ascend', 'to', 'the', 'presidency']","['<sos>', 'upon', 'the', 'death', 'of', 'the', 'sitting', 'president', 'taylor', '<eos>']","[17, 14, 117, 2616, 13, 4, 449]","[2, 513, 4, 450, 5, 4, 1090, 69, 940, 3]","[17, 14, 117, 2616, 13, 4, 449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 513, 4, 450, 5, 4, 1090, 69, 940, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How did Fillmore ascend to the presidency?,Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.,S08,"['how', 'did', 'fillmore', 'ascend', 'to', 'the', 'presidency']","['<sos>', 'official', 'white', 'house', 'portrait', 'of', 'millard', 'fillmorefillmore', 'ascended', 'to', 'the', 'presidency', 'upon', 'the', 'sudden', 'and', 'unexpected', 'death', 'of', 'president', 'taylor', 'in', 'july', '1850', '<eos>']","[17, 14, 117, 2616, 13, 4, 449]","[2, 73, 280, 255, 2501, 5, 279, 5050, 5051, 13, 4, 449, 513, 4, 5052, 12, 5053, 450, 5, 69, 940, 8, 1454, 2022, 3]","[17, 14, 117, 2616, 13, 4, 449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 73, 280, 255, 2501, 5, 279, 5050, 5051, 13, 4, 449, 513, 4, 5052, 12, 5053, 450, 5, 69]"
How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,S08,"['how', 'did', 'the', 'supporters', 'of', 'henry', 'clay', 'feel', 'about', 'fillmore', 'in', '1848']","['<sos>', 'they', 'were', 'ok', 'with', 'him', '<eos>']","[17, 14, 4, 1747, 5, 941, 2617, 1412, 110, 117, 8, 2618]","[2, 71, 60, 5054, 31, 270, 3]","[17, 14, 4, 1747, 5, 941, 2617, 1412, 110, 117, 8, 2618, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 71, 60, 5054, 31, 270, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How did the supporters of Henry Clay feel about Fillmore in 1848?,angry,S08,"['how', 'did', 'the', 'supporters', 'of', 'henry', 'clay', 'feel', 'about', 'fillmore', 'in', '1848']","['<sos>', 'angry', '<eos>']","[17, 14, 4, 1747, 5, 941, 2617, 1412, 110, 117, 8, 2618]","[2, 5055, 3]","[17, 14, 4, 1747, 5, 941, 2617, 1412, 110, 117, 8, 2618, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5055, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who was first apprenticed to a fuller to learn the cloth-making trade?,millard fillmore,S08,"['who', 'was', 'first', 'apprenticed', 'to', 'a', 'fuller', 'to', 'learn', 'the', 'clothmaking', 'trade']","['<sos>', 'millard', 'fillmore', '<eos>']","[30, 11, 44, 4029, 13, 9, 1413, 13, 1837, 4, 4030, 798]","[2, 279, 117, 3]","[30, 11, 44, 4029, 13, 9, 1413, 13, 1837, 4, 4030, 798, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 279, 117, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
He founded the private university of buffalo on what date?,1846,S08,"['he', 'founded', 'the', 'private', 'university', 'of', 'buffalo', 'on', 'what', 'date']","['<sos>', '1846', '<eos>']","[34, 205, 4, 1410, 68, 5, 939, 28, 10, 818]","[2, 3312, 3]","[34, 205, 4, 1410, 68, 5, 939, 28, 10, 818, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3312, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who or what fell in love with abigail powers?,millard fillmore,S08,"['who', 'or', 'what', 'fell', 'in', 'love', 'with', 'abigail', 'powers']","['<sos>', 'millard', 'fillmore', '<eos>']","[30, 36, 10, 2619, 8, 1411, 31, 1414, 819]","[2, 279, 117, 3]","[30, 36, 10, 2619, 8, 1411, 31, 1414, 819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 279, 117, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Fillmore one of the founders of the University of Buffalo?,yes,S08,"['was', 'fillmore', 'one', 'of', 'the', 'founders', 'of', 'the', 'university', 'of', 'buffalo']","['<sos>', 'yes', '<eos>']","[11, 117, 65, 5, 4, 4031, 5, 4, 68, 5, 939]","[2, 6, 3]","[11, 117, 65, 5, 4, 4031, 5, 4, 68, 5, 939, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,yes,S08,"['was', 'another', 'primary', 'objective', 'of', 'fillmore', 'to', 'preserve', 'the', 'union', 'from', 'the', 'intensifying', 'slavery', 'debate']","['<sos>', 'yes', '<eos>']","[11, 385, 351, 4032, 5, 117, 13, 4033, 4, 469, 26, 4, 4034, 885, 4035]","[2, 6, 3]","[11, 385, 351, 4032, 5, 117, 13, 4033, 4, 469, 26, 4, 4034, 885, 4035, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",no,S08,"['was', 'fillmore', 'the', 'second', 'chancellor', 'a', 'position', 'he', 'maintained', 'while', 'both', 'vice', 'president', 'and', 'president']","['<sos>', 'no', '<eos>']","[11, 117, 4, 272, 4036, 9, 1838, 34, 4037, 942, 352, 769, 69, 12, 69]","[2, 16, 3]","[11, 117, 4, 272, 4036, 9, 1838, 34, 4037, 942, 352, 769, 69, 12, 69, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Fillmore the first of two presidents to have been an indentured servant ?,yes,S08,"['is', 'fillmore', 'the', 'first', 'of', 'two', 'presidents', 'to', 'have', 'been', 'an', 'indentured', 'servant']","['<sos>', 'yes', '<eos>']","[7, 117, 4, 44, 5, 56, 758, 13, 21, 61, 23, 4038, 2620]","[2, 6, 3]","[7, 117, 4, 44, 5, 56, 758, 13, 21, 61, 23, 4038, 2620, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the comic strip Mallard Fillmore named after the president ?,yes,S08,"['is', 'the', 'comic', 'strip', 'mallard', 'fillmore', 'named', 'after', 'the', 'president']","['<sos>', 'yes', '<eos>']","[7, 4, 4039, 1091, 4040, 117, 106, 76, 4, 69]","[2, 6, 3]","[7, 4, 4039, 1091, 4040, 117, 106, 76, 4, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Fillmore the first U.S. President born after the death of a former president ?,yes,S08,"['was', 'fillmore', 'the', 'first', 'us', 'president', 'born', 'after', 'the', 'death', 'of', 'a', 'former', 'president']","['<sos>', 'yes', '<eos>']","[11, 117, 4, 44, 230, 69, 48, 76, 4, 450, 5, 9, 1109, 69]","[2, 6, 3]","[11, 117, 4, 44, 230, 69, 48, 76, 4, 450, 5, 9, 1109, 69, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?",no,S08,"['did', 'fillmore', 'not', 'turn', 'down', 'the', 'honor', 'explaining', 'that', 'he', 'had', 'neither', 'the', 'literary', 'nor', 'scientific', 'attainment', 'to', 'justify', 'the', 'degree']","['<sos>', 'no', '<eos>']","[14, 117, 58, 1415, 347, 4, 1146, 4041, 38, 34, 142, 4042, 4, 1147, 4043, 1063, 4044, 13, 4045, 4, 1310]","[2, 16, 3]","[14, 117, 58, 1415, 347, 4, 1146, 4041, 38, 34, 142, 4042, 4, 1147, 4043, 1063, 4044, 13, 4045, 4]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"What happened in a log cabin in summerhill , new york?",Fillmore was born,S08,"['what', 'happened', 'in', 'a', 'log', 'cabin', 'in', 'summerhill', 'new', 'york']","['<sos>', 'fillmore', 'was', 'born', '<eos>']","[10, 151, 8, 9, 1416, 1417, 8, 1839, 112, 246]","[2, 117, 11, 48, 3]","[10, 151, 8, 9, 1416, 1417, 8, 1839, 112, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 117, 11, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near GospiÄ , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?",Nikola Tesla,S08,"['who', 'was', 'born', 'precisely', 'at', 'midnight', 'during', 'an', 'electrical', 'storm', 'to', 'a', 'serbian', 'family', 'in', 'the', 'village', 'of', 'smiljan', 'near', 'gospiä', 'in', 'the', 'lika', 'region', 'of', 'the', 'croatian', 'krajina', 'in', 'military', 'frontier', 'part', 'of', 'the', 'austrian', 'empire', 'in', 'the', 'presentday', 'croatia']","['<sos>', 'nikola', 'tesla', '<eos>']","[30, 11, 48, 2621, 37, 1799, 94, 23, 717, 4046, 13, 9, 2622, 66, 8, 4, 1312, 5, 4047, 685, 4048, 8, 4, 4049, 497, 5, 4, 4050, 4051, 8, 630, 2316, 128, 5, 4, 943, 1840, 8, 4, 1841, 4052]","[2, 197, 77, 3]","[30, 11, 48, 2621, 37, 1799, 94, 23, 717, 4046, 13, 9, 2622, 66, 8, 4, 1312, 5, 4047, 685]","[2, 197, 77, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are there at least two films describing Tesla 's life ?,Yes.,S08,"['are', 'there', 'at', 'least', 'two', 'films', 'describing', 'tesla', 's', 'life']","['<sos>', 'yes', '<eos>']","[15, 40, 37, 499, 56, 4053, 2623, 77, 227, 185]","[2, 6, 3]","[15, 40, 37, 499, 56, 4053, 2623, 77, 227, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,yes.,S08,"['have', 'a', 'number', 'of', 'live', 'theatrical', 'plays', 'based', 'on', 'tesla', 's', 'life', 'been', 'produced', 'and', 'staged', 'worldwide']","['<sos>', 'yes', '<eos>']","[21, 9, 100, 5, 84, 4054, 1405, 431, 28, 77, 227, 185, 61, 1367, 12, 4055, 1148]","[2, 6, 3]","[21, 9, 100, 5, 84, 4054, 1405, 431, 28, 77, 227, 185, 61, 1367, 12, 4055, 1148, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do sea otters have long muscular tails?,no,S08,"['do', 'sea', 'otters', 'have', 'long', 'muscular', 'tails']","['<sos>', 'no', '<eos>']","[18, 118, 67, 21, 82, 1811, 1149]","[2, 16, 3]","[18, 118, 67, 21, 82, 1811, 1149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do sea otters have long muscular tails?,No,S08,"['do', 'sea', 'otters', 'have', 'long', 'muscular', 'tails']","['<sos>', 'no', '<eos>']","[18, 118, 67, 21, 82, 1811, 1149]","[2, 16, 3]","[18, 118, 67, 21, 82, 1811, 1149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can otters survive in cold water?,yes,S08,"['can', 'otters', 'survive', 'in', 'cold', 'water']","['<sos>', 'yes', '<eos>']","[50, 67, 1418, 8, 944, 101]","[2, 6, 3]","[50, 67, 1418, 8, 944, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can otters survive in cold water?,Yes,S08,"['can', 'otters', 'survive', 'in', 'cold', 'water']","['<sos>', 'yes', '<eos>']","[50, 67, 1418, 8, 944, 101]","[2, 6, 3]","[50, 67, 1418, 8, 944, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the giant otter inhabit South Africa?,no,S08,"['does', 'the', 'giant', 'otter', 'inhabit', 'south', 'africa']","['<sos>', 'no', '<eos>']","[22, 4, 160, 206, 945, 214, 203]","[2, 16, 3]","[22, 4, 160, 206, 945, 214, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the giant otter inhabit South Africa?,No,S08,"['does', 'the', 'giant', 'otter', 'inhabit', 'south', 'africa']","['<sos>', 'no', '<eos>']","[22, 4, 160, 206, 945, 214, 203]","[2, 16, 3]","[22, 4, 160, 206, 945, 214, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species of otter are there?,13,S08,"['how', 'many', 'species', 'of', 'otter', 'are', 'there']","['<sos>', '13', '<eos>']","[17, 29, 51, 5, 206, 15, 40]","[2, 1107, 3]","[17, 29, 51, 5, 206, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1107, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species of otter are there?,13,S08,"['how', 'many', 'species', 'of', 'otter', 'are', 'there']","['<sos>', '13', '<eos>']","[17, 29, 51, 5, 206, 15, 40]","[2, 1107, 3]","[17, 29, 51, 5, 206, 15, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1107, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",S08,"['what', 'do', 'river', 'otters', 'eat']","['<sos>', 'a', 'variety', 'of', 'fish', 'and', 'shellfish', 'as', 'well', 'as', 'small', 'land', 'mammals', 'and', 'birds', '<eos>']","[10, 18, 201, 67, 172]","[2, 9, 565, 5, 418, 12, 1275, 20, 193, 20, 242, 148, 768, 12, 285, 3]","[10, 18, 201, 67, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 565, 5, 418, 12, 1275, 20, 193, 20, 242, 148, 768, 12, 285, 3, 0, 0, 0, 0]"
What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",S08,"['what', 'do', 'river', 'otters', 'eat']","['<sos>', 'a', 'variety', 'of', 'fish', 'and', 'shellfish', 'as', 'well', 'as', 'small', 'land', 'mammals', 'and', 'birds', '<eos>']","[10, 18, 201, 67, 172]","[2, 9, 565, 5, 418, 12, 1275, 20, 193, 20, 242, 148, 768, 12, 285, 3]","[10, 18, 201, 67, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 565, 5, 418, 12, 1275, 20, 193, 20, 242, 148, 768, 12, 285, 3, 0, 0, 0, 0]"
How much do sea otters weigh?,30 kg (about 65 pounds),S08,"['how', 'much', 'do', 'sea', 'otters', 'weigh']","['<sos>', '30', 'kg', 'about', '65', 'pounds', '<eos>']","[17, 184, 18, 118, 67, 423]","[2, 2254, 515, 110, 3453, 3454, 3]","[17, 184, 18, 118, 67, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2254, 515, 110, 3453, 3454, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How much do sea otters weigh?,30 kg (about 65 pounds),S08,"['how', 'much', 'do', 'sea', 'otters', 'weigh']","['<sos>', '30', 'kg', 'about', '65', 'pounds', '<eos>']","[17, 184, 18, 118, 67, 423]","[2, 2254, 515, 110, 3453, 3454, 3]","[17, 184, 18, 118, 67, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2254, 515, 110, 3453, 3454, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How do sea otters insulate themselves?,a layer of air trapped in their fur(!),S08,"['how', 'do', 'sea', 'otters', 'insulate', 'themselves']","['<sos>', 'a', 'layer', 'of', 'air', 'trapped', 'in', 'their', 'fur', '<eos>']","[17, 18, 118, 67, 1842, 718]","[2, 9, 514, 5, 187, 1655, 8, 62, 349, 3]","[17, 18, 118, 67, 1842, 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 514, 5, 187, 1655, 8, 62, 349, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How do sea otters insulate themselves?,"As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.",S08,"['how', 'do', 'sea', 'otters', 'insulate', 'themselves']","['<sos>', 'as', 'with', 'other', 'species', 'of', 'otter', 'they', 'rely', 'on', 'a', 'layer', 'of', 'air', 'trapped', 'in', 'their', 'fur', 'which', 'they', 'keep', 'topped', 'up', 'by', 'blowing', 'into', 'the', 'fur', 'from', 'their', 'mouths', '<eos>']","[17, 18, 118, 67, 1842, 718]","[2, 20, 31, 102, 51, 5, 206, 71, 5056, 28, 9, 514, 5, 187, 1655, 8, 62, 349, 42, 71, 498, 5057, 221, 27, 1263, 90, 4, 349, 26, 62, 5058, 3]","[17, 18, 118, 67, 1842, 718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 20, 31, 102, 51, 5, 206, 71, 5056, 28, 9, 514, 5, 187, 1655, 8, 62, 349, 42, 71]"
Why are sea otters nearly extinct?,They've been hunted for their fur,S08,"['why', 'are', 'sea', 'otters', 'nearly', 'extinct']","['<sos>', 'theyve', 'been', 'hunted', 'for', 'their', 'fur', '<eos>']","[47, 15, 118, 67, 678, 804]","[2, 5059, 61, 577, 19, 62, 349, 3]","[47, 15, 118, 67, 678, 804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5059, 61, 577, 19, 62, 349, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why are sea otters nearly extinct?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",S08,"['why', 'are', 'sea', 'otters', 'nearly', 'extinct']","['<sos>', 'sea', 'otters', 'have', 'some', '200000', 'hairs', 'per', 'square', 'cm', 'of', 'skin', 'a', 'rich', 'fur', 'for', 'which', 'humans', 'hunted', 'them', '<eos>']","[47, 15, 118, 67, 678, 804]","[2, 118, 67, 21, 109, 3455, 2238, 504, 557, 821, 5, 421, 9, 1168, 349, 19, 42, 403, 577, 564, 3]","[47, 15, 118, 67, 678, 804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 118, 67, 21, 109, 3455, 2238, 504, 557, 821, 5, 421, 9, 1168, 349, 19, 42, 403, 577, 564]"
What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,S08,"['what', 'is', 'one', 'of', 'the', 'challenges', 'of', 'reestablishing', 'a', 'population', 'of', 'eurasian', 'otters', 'in', 'the', 'uk']","['<sos>', 'roadkill', 'deaths', '<eos>']","[10, 7, 65, 5, 4, 2624, 5, 2625, 9, 91, 5, 1843, 67, 8, 4, 1150]","[2, 3456, 3457, 3]","[10, 7, 65, 5, 4, 2624, 5, 2625, 9, 91, 5, 1843, 67, 8, 4, 1150, 0, 0, 0, 0]","[2, 3456, 3457, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,Roadkill deaths have become one of the significant threats to the success of their re-establishment. ,S08,"['what', 'is', 'one', 'of', 'the', 'challenges', 'of', 'reestablishing', 'a', 'population', 'of', 'eurasian', 'otters', 'in', 'the', 'uk']","['<sos>', 'roadkill', 'deaths', 'have', 'become', 'one', 'of', 'the', 'significant', 'threats', 'to', 'the', 'success', 'of', 'their', 'reestablishment', '<eos>']","[10, 7, 65, 5, 4, 2624, 5, 2625, 9, 91, 5, 1843, 67, 8, 4, 1150]","[2, 3456, 3457, 21, 170, 65, 5, 4, 1075, 5060, 13, 4, 5061, 5, 62, 5062, 3]","[10, 7, 65, 5, 4, 2624, 5, 2625, 9, 91, 5, 1843, 67, 8, 4, 1150, 0, 0, 0, 0]","[2, 3456, 3457, 21, 170, 65, 5, 4, 1075, 5060, 13, 4, 5061, 5, 62, 5062, 3, 0, 0, 0]"
Is otter a kind of mammal?,yes,S08,"['is', 'otter', 'a', 'kind', 'of', 'mammal']","['<sos>', 'yes', '<eos>']","[7, 206, 9, 606, 5, 424]","[2, 6, 3]","[7, 206, 9, 606, 5, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is otter a kind of mammal?,Yes.,S08,"['is', 'otter', 'a', 'kind', 'of', 'mammal']","['<sos>', 'yes', '<eos>']","[7, 206, 9, 606, 5, 424]","[2, 6, 3]","[7, 206, 9, 606, 5, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species and genera does otter have?,13 species and 7 genera,S08,"['how', 'many', 'species', 'and', 'genera', 'does', 'otter', 'have']","['<sos>', '13', 'species', 'and', '7', 'genera', '<eos>']","[17, 29, 51, 12, 1419, 22, 206, 21]","[2, 1107, 51, 12, 1145, 1419, 3]","[17, 29, 51, 12, 1419, 22, 206, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1107, 51, 12, 1145, 1419, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many species and genera does otter have?,13 species in 7 genera.,S08,"['how', 'many', 'species', 'and', 'genera', 'does', 'otter', 'have']","['<sos>', '13', 'species', 'in', '7', 'genera', '<eos>']","[17, 29, 51, 12, 1419, 22, 206, 21]","[2, 1107, 51, 8, 1145, 1419, 3]","[17, 29, 51, 12, 1419, 22, 206, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1107, 51, 8, 1145, 1419, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do otters live in water?,yes,S08,"['do', 'otters', 'live', 'in', 'water']","['<sos>', 'yes', '<eos>']","[18, 67, 84, 8, 101]","[2, 6, 3]","[18, 67, 84, 8, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
